Respondent ID,,Please check the Department or Team you primarily work with.,,How long have you been with Rocscience?,I make our customers’ needs and experiences a top priority in my work.,I regularly see colleagues responding promptly to customers to make them feel valued.,My manager encourages us to see things from the customer’s point of view when making decisions.,Our team regularly asks customers for feedback and uses it to improve what we do.,"I look for new and better ways to improve our products, services, and/or processes.",I regularly see colleagues asking bold questions and openly sharing new ideas.,"My manager encourages us to try new approaches, even if it means taking some risks.",Our team is always looking for ways to improve and do things better.,I set high standards for my work and aim to deliver great results.,I regularly see colleagues taking pride in their work and striving to do their best.,My manager expects us to fix mistakes quickly and treat them as learning opportunities.,Our team is always looking for ways to improve and do things better.,I own my decisions and actions and openly share how things turn out.,I regularly see colleagues stepping up to their responsibilities and owning the results – good or bad.,My manager leads by example when it comes to accountability and transparency.,Our team talks openly about mistakes and views them as opportunities to improve.,I encourage others to succeed by offering help when they need it.,I regularly see colleagues checking in with each other and lending a hand when needed.,My manager listens carefully and supports team members when challenges arise.,Our team celebrates each other’s successes and encourages personal and professional growth.,I feel confident that our company’s values are positively impacting our workplace culture.,I have a good grasp of how to apply our values in my daily tasks.,I believe the company’s values are reflected in everyday decisions and actions across the company.,I feel emotionally connected to our company’s mission.,My work gives me a sense of personal accomplishment.,I would recommend this company as a great place to work.,I have noticed positive changes in our company culture since these values were introduced.,Leadership encourages behaviours that align with our core values.,I feel confident that leadership has a clear plan for managing the company’s growth and acquisitions.,Recent changes make me feel anxious about my role in the company.,Leadership communicates clearly about where the company is headed and what’s changing.,The rate of change in Rocscience causes me to feel stressed and overwhelmed.,The acquisition of new companies has created confusion about how we work together as one organization.,I believe the company’s growth will create positive opportunities to advance my career.,I feel confident that my job is secure as the company continues to expand.,I feel that managers genuinely care about how employees are coping with growth and change.,I can count on my teammates for help and support especially when growth and change feel overwhelming .,The company’s growth makes me proud of what we’re achieving.,"I feel we still put customers first, even as we add new teams and face lots of new demands.","Even with so much change, my colleagues continue to strive for excellence in how they approach their jobs.",Growth and change do not affect my ability to fully support the company's values.,"What barriers prevent you or your colleagues from consistently applying our core values in daily work? If there are no barriers, please answer ""None.""","Describe one specific change you’ve observed in our company's culture since these values were introduced. If you've not observed any change, please answer ""None.""","What challenges or concerns have you personally experienced as the company continues to grow and integrate new acquisitions? If you haven't experienced any challenges or concerns, please answer ""None.""","If there is anything else you would like to say about our core values and associated behaviours, please use this space."
1.14985E+11,,Senior Management (‘C’ Suite & Directors),,11 years and more,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,None,Performance reviews,Silos created by all the new acquisitions,
1.14985E+11,,Sales & Marketing,,3 years or less,Strongly Agree,Strongly Agree,Don't Know,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Don't Know,Disagree,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Agree,Agree,Agree,Don't Know,Agree,Agree,Don't Know,Agree,Disagree,Don't Know,Don't Know,Don't Know,Agree,Agree,Agree,Strongly Agree,Don't Know,Don't Know,Don't Know,Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,None.,None.,None.,
1.14985E+11,,Senior Management (‘C’ Suite & Directors),,3 years or less,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Don't Know,Don't Know,Agree,Strongly Disagree,Don't Know,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,None,None,None,None
1.14985E+11,,Research & Development,,3 years or less,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Don't Know,Agree,Disagree,Disagree,Disagree,Disagree,Don't Know,Agree,Don't Know,Agree,Agree,Don't Know,Agree,Strongly Agree,Agree,Not enough time to think about them,Hashtags,None,
1.14985E+11,,Research & Development,,3 years or less,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Don't Know,Agree,Agree,Agree,Agree,Strongly Agree,Don't Know,Agree,Agree,Disagree,Agree,Don't Know,Don't Know,Agree,Don't Know,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,None,None,"I'm pretty isolated in terms of interactions with the other companies, so none.",
1.14985E+11,,Sales & Marketing,,3 years or less,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,none,none,none,none
1.14985E+11,,Research & Development,,3 years or less,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Don't Know,Agree,Don't Know,Agree,Strongly Agree,Agree,Disagree,Don't Know,Agree,Strongly Disagree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Don't Know,Agree,Agree,Agree,Agree,Disagree,"Currently none. However, if there will be a barrier in the future, than I believe it will be the workload of all team members and the rate of change in the company.",None,"I haven't experienced any concern. However, new team members we met by new acquisitions have different working environments, company cultures and way of doing things. It is always a challenge to find mutual grounds with new team members and be on the same page.",
1.14985E+11,,Research & Development,,3 years or less,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Don't Know,Agree,Don't Know,Disagree,Agree,Don't Know,Don't Know,Agree,Agree,Agree,Agree,Agree,Agree,None,None,None,
1.14985E+11,,Sales & Marketing,,4-10 years,Strongly Agree,Don't Know,Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Don't Know,Strongly Agree,Don't Know,Don't Know,Don't Know,Agree,Agree,Don't Know,Don't Know,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Don't Know,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,"Customer focused:  Management has been consistently trying to manipulate our customer’s decisions by playing around with pricing and available options at an alarming rate.   Supportive:   New hires have made it very clear that they don’t plan on working as a team and have never shown interest in helping others when the opportunities presented themselves, despite them relying on others countless times ",There was been a lot more evidence of racism and misogyny. ,There was been a lot more evidence of racism and misogyny. ,I think the values themselves are great and have a lot of potential. But the changes that lead to these being introduced also led me to go from having a lot of pride in working at Rocscience to now being ashamed in what has become of this company. 
1.14984E+11,,Research & Development,,11 years and more,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Don't Know,Don't Know,Don't Know,Disagree,Agree,Agree,Don't Know,Disagree,Don't Know,Don't Know,Don't Know,Agree,Agree,Don't Know,Don't Know,Agree,Don't Know,Don't Know,Disagree,Agree,Disagree,Time,None,"More things to pay attention to, without more time to do so",
1.14984E+11,,Sales & Marketing,,3 years or less,Strongly Agree,Agree,Strongly Agree,Don't Know,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Don't Know,Agree,Agree,Agree,Agree,Agree,Don't Know,Agree,Don't Know,Disagree,Don't Know,Agree,Don't Know,Don't Know,Agree,Agree,Don't Know,Agree,Strongly Agree,None.,None.,Need better management in term of tasks/campaigns.,None.
1.14984E+11,,Business & Tech Support,,4-10 years,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,None,None,None,
1.14983E+11,,Research & Development,,3 years or less,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,none,"Accountability, we care more about the end user and how it will improve their work.",None,
1.14984E+11,,Business & Tech Support,,3 years or less,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.14983E+11,,Research & Development,,11 years and more,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Sales/Marketing silo,None,Need better communication/information/plan about acquisition companies,
1.14983E+11,,Senior Management (‘C’ Suite & Directors),,4-10 years,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.14983E+11,,Sales & Marketing,,3 years or less,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,None,None,None,None
1.14983E+11,,Sales & Marketing,,3 years or less,Agree,Agree,Agree,Don't Know,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Disagree,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Agree,Agree,None.,None.,None.,
1.14983E+11,,Senior Management (‘C’ Suite & Directors),,4-10 years,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,None,None,None,"Putting customers first means a prompt response to their support requests, license issues, require for quotes etc. Sometimes this response is very slow"
1.14983E+11,,Sales & Marketing,,4-10 years,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,none,better communication,include new process,none
1.14983E+11,,Research & Development,,4-10 years,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Don't Know,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Don't Know,Agree,Don't Know,Agree,Agree,Agree,Don't Know,Agree,Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,"Occasionally, last-minute changes and unclear expectations make it hard to consistently follow our core values. When priorities shift suddenly, it becomes challenging to work in a calm, structured way.","I’ve noticed more open conversations about the values, but not many concrete changes in day-to-day behavior yet.","The biggest challenge is alignment, different processes and levels of structure across teams sometimes create confusion and extra work.","The values are good, but we need more consistency in how they’re reinforced and practiced, especially during busy release cycles."
1.14978E+11,,Sales & Marketing,,3 years or less,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Don't Know,Agree,Disagree,Strongly Agree,Agree,Agree,Don't Know,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Don't Know,Don't Know,Don't Know,Agree,Don't Know,Agree,Agree,Shifting priorities can make it challenging to intentionally apply every value,colleagues taking new problem-solving approaches ,The revenue-related changes in sales and products don't reflect customer-centricity.,
1.14983E+11,,Research & Development,,4-10 years,Strongly Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,None,I’ve noticed a positive increase in project managers giving shoutouts and intentionally recognizing team members’ efforts.,Limited visibility into what newly acquired teams are working on. I think having more transparency and updates would be helpful.,
1.14982E+11,,Senior Management (‘C’ Suite & Directors),,11 years and more,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Don't Know,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Don't Know,Agree,Strongly Agree,Disagree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Direction from leadership isn't always consistent but that maybe due to TA changing priorities. ,There's a lot of effort from leadership to remind (mention) of company's values but since all are organic to our culture anyways I'm not sure there's much change in how teams carry on,Resources. Always lack of resources but no lack of ideas,
1.14983E+11,,Senior Management (‘C’ Suite & Directors),,4-10 years,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,Strongly Agree,Strongly Agree,Don't Know,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Don't Know,Agree,Agree,Disagree,Strongly Agree,Agree,Disagree,Agree,Don't Know,Don't Know,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Things can get busy and in the way for everyone which leaves little time to meet/show our core values ,Innovation and excellence ,none,none
